year,sex,means_of_travel,town_size,age,edu_level,value
2016,Male,truck,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,0
2016,Male,truck,"Towns 1,000 - 1,499 population",>=19,university,1
2016,Male,truck,Total Towns 500 - 999 population,>=15,junior-cert,335
2016,Male,truck,Total Towns 500 - 999 population,5 to 12,primary-school,2
2016,Male,truck,Total Towns 500 - 999 population,13 to 18,leaving-cert,2
2016,Male,truck,Total Towns 500 - 999 population,>=19,university,0
2016,Male,truck,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,362
2016,Male,truck,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,4
2016,Male,truck,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,2
2016,Male,truck,Towns under 500 population but with at least 50 inhabited houses,>=19,university,3
2016,Male,truck,Remainder of country,>=15,junior-cert,7501
2016,Male,truck,Remainder of country,5 to 12,primary-school,18
2016,Male,truck,Remainder of country,13 to 18,leaving-cert,27
2016,Male,truck,Remainder of country,>=19,university,24
2016,Male,remote,Dublin City and suburbs,>=15,junior-cert,6528
2016,Male,remote,Dublin City and suburbs,5 to 12,primary-school,32
2016,Male,remote,Dublin City and suburbs,13 to 18,leaving-cert,20
2016,Male,remote,Dublin City and suburbs,>=19,university,62
2016,Male,remote,Cork City and suburbs,>=15,junior-cert,1126
2016,Male,remote,Cork City and suburbs,5 to 12,primary-school,5
2016,Male,remote,Cork City and suburbs,13 to 18,leaving-cert,5
2016,Male,remote,Cork City and suburbs,>=19,university,9
2016,Male,remote,Limerick City and suburbs,>=15,junior-cert,470
2016,Male,remote,Limerick City and suburbs,5 to 12,primary-school,1
2016,Male,remote,Limerick City and suburbs,13 to 18,leaving-cert,3
2016,Male,remote,Limerick City and suburbs,>=19,university,5
2016,Male,remote,Galway City and suburbs,>=15,junior-cert,524
2016,Male,remote,Galway City and suburbs,5 to 12,primary-school,1
2016,Male,remote,Galway City and suburbs,13 to 18,leaving-cert,3
2016,Male,remote,Galway City and suburbs,>=19,university,3
2016,Male,remote,Waterford City and suburbs,>=15,junior-cert,296
2016,Male,remote,Waterford City and suburbs,5 to 12,primary-school,1
2016,Male,remote,Waterford City and suburbs,13 to 18,leaving-cert,0
2016,Male,remote,Waterford City and suburbs,>=19,university,2
2016,Male,remote,"Towns 10,000 population and over",>=15,junior-cert,4087
2016,Male,remote,"Towns 10,000 population and over",5 to 12,primary-school,14
2016,Male,remote,"Towns 10,000 population and over",13 to 18,leaving-cert,11
2016,Male,remote,"Towns 10,000 population and over",>=19,university,34
2016,Male,remote,"Towns 5,000 - 9,999 population",>=15,junior-cert,1627
2016,Male,remote,"Towns 5,000 - 9,999 population",5 to 12,primary-school,5
2016,Male,remote,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,3
2016,Male,remote,"Towns 5,000 - 9,999 population",>=19,university,11
2016,Male,remote,"Towns 2,000 - 4,999 population",>=15,junior-cert,1477
2016,Male,remote,"Towns 2,000 - 4,999 population",5 to 12,primary-school,10
2016,Male,remote,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,6
2016,Male,remote,"Towns 2,000 - 4,999 population",>=19,university,8
2016,Male,remote,"Towns 1,500 - 1,999 population",>=15,junior-cert,484
2016,Male,remote,"Towns 1,500 - 1,999 population",5 to 12,primary-school,4
2016,Male,remote,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,1
2016,Male,remote,"Towns 1,500 - 1,999 population",>=19,university,0
2016,Male,remote,"Towns 1,000 - 1,499 population",>=15,junior-cert,721
2016,Male,remote,"Towns 1,000 - 1,499 population",5 to 12,primary-school,3
2016,Male,remote,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,3
2016,Male,remote,"Towns 1,000 - 1,499 population",>=19,university,5
2016,Male,remote,Total Towns 500 - 999 population,>=15,junior-cert,1135
2016,Male,remote,Total Towns 500 - 999 population,5 to 12,primary-school,6
2016,Male,remote,Total Towns 500 - 999 population,13 to 18,leaving-cert,3
2016,Male,remote,Total Towns 500 - 999 population,>=19,university,3
2016,Male,remote,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,1323
2016,Male,remote,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,2
2016,Male,remote,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,2
2016,Male,remote,Towns under 500 population but with at least 50 inhabited houses,>=19,university,7
2016,Male,remote,Remainder of country,>=15,junior-cert,45810
2016,Male,remote,Remainder of country,5 to 12,primary-school,63
2016,Male,remote,Remainder of country,13 to 18,leaving-cert,54
2016,Male,remote,Remainder of country,>=19,university,95
2016,Male,na,Dublin City and suburbs,>=15,junior-cert,17797
2016,Male,na,Dublin City and suburbs,5 to 12,primary-school,3716
2016,Male,na,Dublin City and suburbs,13 to 18,leaving-cert,1658
2016,Male,na,Dublin City and suburbs,>=19,university,944
2016,Male,na,Cork City and suburbs,>=15,junior-cert,2116
2016,Male,na,Cork City and suburbs,5 to 12,primary-school,514
2016,Male,na,Cork City and suburbs,13 to 18,leaving-cert,221
2016,Male,na,Cork City and suburbs,>=19,university,236
2016,Male,na,Limerick City and suburbs,>=15,junior-cert,1281
2016,Male,na,Limerick City and suburbs,5 to 12,primary-school,303
2016,Male,na,Limerick City and suburbs,13 to 18,leaving-cert,139
2016,Male,na,Limerick City and suburbs,>=19,university,241
2016,Male,na,Galway City and suburbs,>=15,junior-cert,1072
2016,Male,na,Galway City and suburbs,5 to 12,primary-school,257
2016,Male,na,Galway City and suburbs,13 to 18,leaving-cert,101
2016,Male,na,Galway City and suburbs,>=19,university,102
2016,Male,na,Waterford City and suburbs,>=15,junior-cert,601
2016,Male,na,Waterford City and suburbs,5 to 12,primary-school,205
2016,Male,na,Waterford City and suburbs,13 to 18,leaving-cert,82
2016,Male,na,Waterford City and suburbs,>=19,university,62
2016,Male,na,"Towns 10,000 population and over",>=15,junior-cert,7385
2016,Male,na,"Towns 10,000 population and over",5 to 12,primary-school,2823
2016,Male,na,"Towns 10,000 population and over",13 to 18,leaving-cert,1040
2016,Male,na,"Towns 10,000 population and over",>=19,university,516
2016,Male,na,"Towns 5,000 - 9,999 population",>=15,junior-cert,2346
2016,Male,na,"Towns 5,000 - 9,999 population",5 to 12,primary-school,1021
2016,Male,na,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,401
2016,Male,na,"Towns 5,000 - 9,999 population",>=19,university,166
2016,Male,na,"Towns 2,000 - 4,999 population",>=15,junior-cert,1827
2016,Male,na,"Towns 2,000 - 4,999 population",5 to 12,primary-school,783
2016,Male,na,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,262
2016,Male,na,"Towns 2,000 - 4,999 population",>=19,university,98
2016,Male,na,"Towns 1,500 - 1,999 population",>=15,junior-cert,587
2016,Male,na,"Towns 1,500 - 1,999 population",5 to 12,primary-school,208
2016,Male,na,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,86
2016,Male,na,"Towns 1,500 - 1,999 population",>=19,university,39
2016,Male,na,"Towns 1,000 - 1,499 population",>=15,junior-cert,806
2016,Male,na,"Towns 1,000 - 1,499 population",5 to 12,primary-school,287
2016,Male,na,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,105
2016,Male,na,"Towns 1,000 - 1,499 population",>=19,university,47
2016,Male,na,Total Towns 500 - 999 population,>=15,junior-cert,967
2016,Male,na,Total Towns 500 - 999 population,5 to 12,primary-school,413
2016,Male,na,Total Towns 500 - 999 population,13 to 18,leaving-cert,150
2016,Male,na,Total Towns 500 - 999 population,>=19,university,75
2016,Male,na,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,869
2016,Male,na,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,323
2016,Male,na,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,108
2016,Male,na,Towns under 500 population but with at least 50 inhabited houses,>=19,university,65
2016,Male,na,Remainder of country,>=15,junior-cert,14985
2016,Male,na,Remainder of country,5 to 12,primary-school,2787
2016,Male,na,Remainder of country,13 to 18,leaving-cert,1226
2016,Male,na,Remainder of country,>=19,university,627
2016,Female,walking,Dublin City and suburbs,>=15,junior-cert,38414
2016,Female,walking,Dublin City and suburbs,5 to 12,primary-school,23103
2016,Female,walking,Dublin City and suburbs,13 to 18,leaving-cert,12558
2016,Female,walking,Dublin City and suburbs,>=19,university,7085
2016,Female,walking,Cork City and suburbs,>=15,junior-cert,6447
2016,Female,walking,Cork City and suburbs,5 to 12,primary-school,2668
2016,Female,walking,Cork City and suburbs,13 to 18,leaving-cert,1623
2016,Female,walking,Cork City and suburbs,>=19,university,2667
2016,Female,walking,Limerick City and suburbs,>=15,junior-cert,2763
2016,Female,walking,Limerick City and suburbs,5 to 12,primary-school,1522
2016,Female,walking,Limerick City and suburbs,13 to 18,leaving-cert,832
2016,Female,walking,Limerick City and suburbs,>=19,university,1164
2016,Female,walking,Galway City and suburbs,>=15,junior-cert,3016
2016,Female,walking,Galway City and suburbs,5 to 12,primary-school,727
2016,Female,walking,Galway City and suburbs,13 to 18,leaving-cert,431
2016,Female,walking,Galway City and suburbs,>=19,university,1659
2016,Female,walking,Waterford City and suburbs,>=15,junior-cert,1410
2016,Female,walking,Waterford City and suburbs,5 to 12,primary-school,645
2016,Female,walking,Waterford City and suburbs,13 to 18,leaving-cert,557
2016,Female,walking,Waterford City and suburbs,>=19,university,499
2016,Female,walking,"Towns 10,000 population and over",>=15,junior-cert,20424
2016,Female,walking,"Towns 10,000 population and over",5 to 12,primary-school,13390
2016,Female,walking,"Towns 10,000 population and over",13 to 18,leaving-cert,9605
2016,Female,walking,"Towns 10,000 population and over",>=19,university,4002
2016,Female,walking,"Towns 5,000 - 9,999 population",>=15,junior-cert,6754
2016,Female,walking,"Towns 5,000 - 9,999 population",5 to 12,primary-school,5846
2016,Female,walking,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,4288
2016,Female,walking,"Towns 5,000 - 9,999 population",>=19,university,846
2016,Female,walking,"Towns 2,000 - 4,999 population",>=15,junior-cert,5398
2016,Female,walking,"Towns 2,000 - 4,999 population",5 to 12,primary-school,4430
2016,Female,walking,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,2812
2016,Female,walking,"Towns 2,000 - 4,999 population",>=19,university,669
2016,Female,walking,"Towns 1,500 - 1,999 population",>=15,junior-cert,1406
2016,Female,walking,"Towns 1,500 - 1,999 population",5 to 12,primary-school,1510
2016,Female,walking,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,576
2016,Female,walking,"Towns 1,500 - 1,999 population",>=19,university,251
2016,Female,walking,"Towns 1,000 - 1,499 population",>=15,junior-cert,1717
2016,Female,walking,"Towns 1,000 - 1,499 population",5 to 12,primary-school,1797
2016,Female,walking,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,854
2016,Female,walking,"Towns 1,000 - 1,499 population",>=19,university,282
2016,Female,walking,Total Towns 500 - 999 population,>=15,junior-cert,1899
2016,Female,walking,Total Towns 500 - 999 population,5 to 12,primary-school,2888
2016,Female,walking,Total Towns 500 - 999 population,13 to 18,leaving-cert,647
2016,Female,walking,Total Towns 500 - 999 population,>=19,university,356
2016,Female,walking,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,1371
2016,Female,walking,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,2205
2016,Female,walking,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,224
2016,Female,walking,Towns under 500 population but with at least 50 inhabited houses,>=19,university,403
2016,Female,walking,Remainder of country,>=15,junior-cert,4495
2016,Female,walking,Remainder of country,5 to 12,primary-school,2723
2016,Female,walking,Remainder of country,13 to 18,leaving-cert,1490
2016,Female,walking,Remainder of country,>=19,university,6445
2016,Female,bike,Dublin City and suburbs,>=15,junior-cert,11226
2016,Female,bike,Dublin City and suburbs,5 to 12,primary-school,1269
2016,Female,bike,Dublin City and suburbs,13 to 18,leaving-cert,423
2016,Female,bike,Dublin City and suburbs,>=19,university,2046
2016,Female,bike,Cork City and suburbs,>=15,junior-cert,664
2016,Female,bike,Cork City and suburbs,5 to 12,primary-school,40
2016,Female,bike,Cork City and suburbs,13 to 18,leaving-cert,9
2016,Female,bike,Cork City and suburbs,>=19,university,233
2016,Female,bike,Limerick City and suburbs,>=15,junior-cert,188
2016,Female,bike,Limerick City and suburbs,5 to 12,primary-school,26
2016,Female,bike,Limerick City and suburbs,13 to 18,leaving-cert,6
2016,Female,bike,Limerick City and suburbs,>=19,university,91
2016,Female,bike,Galway City and suburbs,>=15,junior-cert,592
2016,Female,bike,Galway City and suburbs,5 to 12,primary-school,55
2016,Female,bike,Galway City and suburbs,13 to 18,leaving-cert,32
2016,Female,bike,Galway City and suburbs,>=19,university,233
2016,Female,bike,Waterford City and suburbs,>=15,junior-cert,60
2016,Female,bike,Waterford City and suburbs,5 to 12,primary-school,7
2016,Female,bike,Waterford City and suburbs,13 to 18,leaving-cert,5
2016,Female,bike,Waterford City and suburbs,>=19,university,24
2016,Female,bike,"Towns 10,000 population and over",>=15,junior-cert,1396
2016,Female,bike,"Towns 10,000 population and over",5 to 12,primary-school,398
2016,Female,bike,"Towns 10,000 population and over",13 to 18,leaving-cert,81
2016,Female,bike,"Towns 10,000 population and over",>=19,university,209
2016,Female,bike,"Towns 5,000 - 9,999 population",>=15,junior-cert,309
2016,Female,bike,"Towns 5,000 - 9,999 population",5 to 12,primary-school,174
2016,Female,bike,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,37
2016,Female,bike,"Towns 5,000 - 9,999 population",>=19,university,37
2016,Female,bike,"Towns 2,000 - 4,999 population",>=15,junior-cert,205
2016,Female,bike,"Towns 2,000 - 4,999 population",5 to 12,primary-school,86
2016,Female,bike,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,11
2016,Female,bike,"Towns 2,000 - 4,999 population",>=19,university,34
2016,Female,bike,"Towns 1,500 - 1,999 population",>=15,junior-cert,51
2016,Female,bike,"Towns 1,500 - 1,999 population",5 to 12,primary-school,25
2016,Female,bike,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,3
2016,Female,bike,"Towns 1,500 - 1,999 population",>=19,university,10
2016,Female,bike,"Towns 1,000 - 1,499 population",>=15,junior-cert,64
2016,Female,bike,"Towns 1,000 - 1,499 population",5 to 12,primary-school,43
2016,Female,bike,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,7
2016,Female,bike,"Towns 1,000 - 1,499 population",>=19,university,9
2016,Female,bike,Total Towns 500 - 999 population,>=15,junior-cert,56
2016,Female,bike,Total Towns 500 - 999 population,5 to 12,primary-school,50
2016,Female,bike,Total Towns 500 - 999 population,13 to 18,leaving-cert,1
2016,Female,bike,Total Towns 500 - 999 population,>=19,university,16
2016,Female,bike,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,65
2016,Female,bike,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,31
2016,Female,bike,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,2
2016,Female,bike,Towns under 500 population but with at least 50 inhabited houses,>=19,university,21
2016,Female,bike,Remainder of country,>=15,junior-cert,620
2016,Female,bike,Remainder of country,5 to 12,primary-school,264
2016,Female,bike,Remainder of country,13 to 18,leaving-cert,77
2016,Female,bike,Remainder of country,>=19,university,392
2016,Female,bus,Dublin City and suburbs,>=15,junior-cert,39418
2016,Female,bus,Dublin City and suburbs,5 to 12,primary-school,2532
2016,Female,bus,Dublin City and suburbs,13 to 18,leaving-cert,8560
2016,Female,bus,Dublin City and suburbs,>=19,university,10998
2016,Female,bus,Cork City and suburbs,>=15,junior-cert,3726
2016,Female,bus,Cork City and suburbs,5 to 12,primary-school,325
2016,Female,bus,Cork City and suburbs,13 to 18,leaving-cert,939
2016,Female,bus,Cork City and suburbs,>=19,university,1158
2016,Female,bus,Limerick City and suburbs,>=15,junior-cert,896
2016,Female,bus,Limerick City and suburbs,5 to 12,primary-school,175
2016,Female,bus,Limerick City and suburbs,13 to 18,leaving-cert,628
2016,Female,bus,Limerick City and suburbs,>=19,university,454
2016,Female,bus,Galway City and suburbs,>=15,junior-cert,1539
2016,Female,bus,Galway City and suburbs,5 to 12,primary-school,196
2016,Female,bus,Galway City and suburbs,13 to 18,leaving-cert,571
2016,Female,bus,Galway City and suburbs,>=19,university,441
2016,Female,bus,Waterford City and suburbs,>=15,junior-cert,282
2016,Female,bus,Waterford City and suburbs,5 to 12,primary-school,92
2016,Female,bus,Waterford City and suburbs,13 to 18,leaving-cert,164
2016,Female,bus,Waterford City and suburbs,>=19,university,132
2016,Female,bus,"Towns 10,000 population and over",>=15,junior-cert,7964
2016,Female,bus,"Towns 10,000 population and over",5 to 12,primary-school,3678
2016,Female,bus,"Towns 10,000 population and over",13 to 18,leaving-cert,4060
2016,Female,bus,"Towns 10,000 population and over",>=19,university,3629
2016,Female,bus,"Towns 5,000 - 9,999 population",>=15,junior-cert,2437
2016,Female,bus,"Towns 5,000 - 9,999 population",5 to 12,primary-school,1294
2016,Female,bus,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,1493
2016,Female,bus,"Towns 5,000 - 9,999 population",>=19,university,1253
2016,Female,bus,"Towns 2,000 - 4,999 population",>=15,junior-cert,1293
2016,Female,bus,"Towns 2,000 - 4,999 population",5 to 12,primary-school,1025
2016,Female,bus,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,1631
2016,Female,bus,"Towns 2,000 - 4,999 population",>=19,university,883
2016,Female,bus,"Towns 1,500 - 1,999 population",>=15,junior-cert,247
2016,Female,bus,"Towns 1,500 - 1,999 population",5 to 12,primary-school,211
2016,Female,bus,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,797
2016,Female,bus,"Towns 1,500 - 1,999 population",>=19,university,206
2016,Female,bus,"Towns 1,000 - 1,499 population",>=15,junior-cert,371
2016,Female,bus,"Towns 1,000 - 1,499 population",5 to 12,primary-school,305
2016,Female,bus,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,1218
2016,Female,bus,"Towns 1,000 - 1,499 population",>=19,university,292
2016,Female,bus,Total Towns 500 - 999 population,>=15,junior-cert,456
2016,Female,bus,Total Towns 500 - 999 population,5 to 12,primary-school,518
2016,Female,bus,Total Towns 500 - 999 population,13 to 18,leaving-cert,2275
2016,Female,bus,Total Towns 500 - 999 population,>=19,university,417
2016,Female,bus,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,295
2016,Female,bus,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,619
2016,Female,bus,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,2474
2016,Female,bus,Towns under 500 population but with at least 50 inhabited houses,>=19,university,344
2016,Female,bus,Remainder of country,>=15,junior-cert,2724
2016,Female,bus,Remainder of country,5 to 12,primary-school,15765
2016,Female,bus,Remainder of country,13 to 18,leaving-cert,24829
2016,Female,bus,Remainder of country,>=19,university,4295
2016,Female,train,Dublin City and suburbs,>=15,junior-cert,20190
2016,Female,train,Dublin City and suburbs,5 to 12,primary-school,256
2016,Female,train,Dublin City and suburbs,13 to 18,leaving-cert,1477
2016,Female,train,Dublin City and suburbs,>=19,university,3270
2016,Female,train,Cork City and suburbs,>=15,junior-cert,145
2016,Female,train,Cork City and suburbs,5 to 12,primary-school,3
2016,Female,train,Cork City and suburbs,13 to 18,leaving-cert,17
2016,Female,train,Cork City and suburbs,>=19,university,44
2016,Female,train,Limerick City and suburbs,>=15,junior-cert,22
2016,Female,train,Limerick City and suburbs,5 to 12,primary-school,0
2016,Female,train,Limerick City and suburbs,13 to 18,leaving-cert,0
2016,Female,train,Limerick City and suburbs,>=19,university,14
2016,Female,train,Galway City and suburbs,>=15,junior-cert,31
2016,Female,train,Galway City and suburbs,5 to 12,primary-school,0
2016,Female,train,Galway City and suburbs,13 to 18,leaving-cert,5
2016,Female,train,Galway City and suburbs,>=19,university,16
2016,Female,train,Waterford City and suburbs,>=15,junior-cert,17
2016,Female,train,Waterford City and suburbs,5 to 12,primary-school,2
2016,Female,train,Waterford City and suburbs,13 to 18,leaving-cert,3
2016,Female,train,Waterford City and suburbs,>=19,university,12
2016,Female,train,"Towns 10,000 population and over",>=15,junior-cert,5605
2016,Female,train,"Towns 10,000 population and over",5 to 12,primary-school,29
2016,Female,train,"Towns 10,000 population and over",13 to 18,leaving-cert,616
2016,Female,train,"Towns 10,000 population and over",>=19,university,1396
2016,Female,train,"Towns 5,000 - 9,999 population",>=15,junior-cert,2108
2016,Female,train,"Towns 5,000 - 9,999 population",5 to 12,primary-school,10
2016,Female,train,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,207
2016,Female,train,"Towns 5,000 - 9,999 population",>=19,university,428
2016,Female,train,"Towns 2,000 - 4,999 population",>=15,junior-cert,612
2016,Female,train,"Towns 2,000 - 4,999 population",5 to 12,primary-school,7
2016,Female,train,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,68
2016,Female,train,"Towns 2,000 - 4,999 population",>=19,university,161
2016,Female,train,"Towns 1,500 - 1,999 population",>=15,junior-cert,91
2016,Female,train,"Towns 1,500 - 1,999 population",5 to 12,primary-school,1
2016,Female,train,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,16
2016,Female,train,"Towns 1,500 - 1,999 population",>=19,university,53
2016,Female,train,"Towns 1,000 - 1,499 population",>=15,junior-cert,120
2016,Female,train,"Towns 1,000 - 1,499 population",5 to 12,primary-school,1
2016,Female,train,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,21
2016,Female,train,"Towns 1,000 - 1,499 population",>=19,university,47
2016,Female,train,Total Towns 500 - 999 population,>=15,junior-cert,159
2016,Female,train,Total Towns 500 - 999 population,5 to 12,primary-school,0
2016,Female,train,Total Towns 500 - 999 population,13 to 18,leaving-cert,26
2016,Female,train,Total Towns 500 - 999 population,>=19,university,59
2016,Female,train,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,113
2016,Female,train,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,0
2016,Female,train,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,17
2016,Female,train,Towns under 500 population but with at least 50 inhabited houses,>=19,university,83
2016,Female,train,Remainder of country,>=15,junior-cert,1613
2016,Female,train,Remainder of country,5 to 12,primary-school,9
2016,Female,train,Remainder of country,13 to 18,leaving-cert,243
2016,Female,train,Remainder of country,>=19,university,1058
2016,Female,motorbike,Dublin City and suburbs,>=15,junior-cert,486
2016,Female,motorbike,Dublin City and suburbs,5 to 12,primary-school,0
2016,Female,motorbike,Dublin City and suburbs,13 to 18,leaving-cert,4
2016,Female,motorbike,Dublin City and suburbs,>=19,university,29
2016,Female,motorbike,Cork City and suburbs,>=15,junior-cert,49
2016,Female,motorbike,Cork City and suburbs,5 to 12,primary-school,0
2016,Female,motorbike,Cork City and suburbs,13 to 18,leaving-cert,4
2016,Female,motorbike,Cork City and suburbs,>=19,university,8
2016,Female,motorbike,Limerick City and suburbs,>=15,junior-cert,23
2016,Female,motorbike,Limerick City and suburbs,5 to 12,primary-school,0
2016,Female,motorbike,Limerick City and suburbs,13 to 18,leaving-cert,0
2016,Female,motorbike,Limerick City and suburbs,>=19,university,3
2016,Female,motorbike,Galway City and suburbs,>=15,junior-cert,18
2016,Female,motorbike,Galway City and suburbs,5 to 12,primary-school,0
2016,Female,motorbike,Galway City and suburbs,13 to 18,leaving-cert,3
2016,Female,motorbike,Galway City and suburbs,>=19,university,0
2016,Female,motorbike,Waterford City and suburbs,>=15,junior-cert,10
2016,Female,motorbike,Waterford City and suburbs,5 to 12,primary-school,0
2016,Female,motorbike,Waterford City and suburbs,13 to 18,leaving-cert,1
2016,Female,motorbike,Waterford City and suburbs,>=19,university,2
2016,Female,motorbike,"Towns 10,000 population and over",>=15,junior-cert,179
2016,Female,motorbike,"Towns 10,000 population and over",5 to 12,primary-school,0
2016,Female,motorbike,"Towns 10,000 population and over",13 to 18,leaving-cert,15
2016,Female,motorbike,"Towns 10,000 population and over",>=19,university,11
2016,Female,motorbike,"Towns 5,000 - 9,999 population",>=15,junior-cert,76
2016,Female,motorbike,"Towns 5,000 - 9,999 population",5 to 12,primary-school,0
2016,Female,motorbike,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,1
2016,Female,motorbike,"Towns 5,000 - 9,999 population",>=19,university,1
2016,Female,motorbike,"Towns 2,000 - 4,999 population",>=15,junior-cert,47
2016,Female,motorbike,"Towns 2,000 - 4,999 population",5 to 12,primary-school,0
2016,Female,motorbike,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,3
2016,Female,motorbike,"Towns 2,000 - 4,999 population",>=19,university,0
2016,Female,motorbike,"Towns 1,500 - 1,999 population",>=15,junior-cert,15
2016,Female,motorbike,"Towns 1,500 - 1,999 population",5 to 12,primary-school,0
2016,Female,motorbike,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,0
2016,Female,motorbike,"Towns 1,500 - 1,999 population",>=19,university,0
2016,Female,motorbike,"Towns 1,000 - 1,499 population",>=15,junior-cert,15
2016,Female,motorbike,"Towns 1,000 - 1,499 population",5 to 12,primary-school,0
2016,Female,motorbike,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,1
2016,Female,motorbike,"Towns 1,000 - 1,499 population",>=19,university,1
2016,Female,motorbike,Total Towns 500 - 999 population,>=15,junior-cert,27
2016,Female,motorbike,Total Towns 500 - 999 population,5 to 12,primary-school,0
2016,Female,motorbike,Total Towns 500 - 999 population,13 to 18,leaving-cert,4
2016,Female,motorbike,Total Towns 500 - 999 population,>=19,university,1
2016,Female,motorbike,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,28
2016,Female,motorbike,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,0
2016,Female,motorbike,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,1
2016,Female,motorbike,Towns under 500 population but with at least 50 inhabited houses,>=19,university,1
2016,Female,motorbike,Remainder of country,>=15,junior-cert,277
2016,Female,motorbike,Remainder of country,5 to 12,primary-school,0
2016,Female,motorbike,Remainder of country,13 to 18,leaving-cert,26
2016,Female,motorbike,Remainder of country,>=19,university,22
2016,Female,car,Dublin City and suburbs,>=15,junior-cert,111490
2016,Female,car,Dublin City and suburbs,5 to 12,primary-school,0
2016,Female,car,Dublin City and suburbs,13 to 18,leaving-cert,274
2016,Female,car,Dublin City and suburbs,>=19,university,4018
2016,Female,car,Cork City and suburbs,>=15,junior-cert,25013
2016,Female,car,Cork City and suburbs,5 to 12,primary-school,0
2016,Female,car,Cork City and suburbs,13 to 18,leaving-cert,58
2016,Female,car,Cork City and suburbs,>=19,university,1022
2016,Female,car,Limerick City and suburbs,>=15,junior-cert,9954
2016,Female,car,Limerick City and suburbs,5 to 12,primary-school,0
2016,Female,car,Limerick City and suburbs,13 to 18,leaving-cert,38
2016,Female,car,Limerick City and suburbs,>=19,university,687
2016,Female,car,Galway City and suburbs,>=15,junior-cert,9352
2016,Female,car,Galway City and suburbs,5 to 12,primary-school,0
2016,Female,car,Galway City and suburbs,13 to 18,leaving-cert,15
2016,Female,car,Galway City and suburbs,>=19,university,434
2016,Female,car,Waterford City and suburbs,>=15,junior-cert,6337
2016,Female,car,Waterford City and suburbs,5 to 12,primary-school,0
2016,Female,car,Waterford City and suburbs,13 to 18,leaving-cert,19
2016,Female,car,Waterford City and suburbs,>=19,university,309
2016,Female,car,"Towns 10,000 population and over",>=15,junior-cert,93946
2016,Female,car,"Towns 10,000 population and over",5 to 12,primary-school,0
2016,Female,car,"Towns 10,000 population and over",13 to 18,leaving-cert,237
2016,Female,car,"Towns 10,000 population and over",>=19,university,3367
