year,sex,means_of_travel,town_size,age_range,edu_status,value
2016,Female,bus,"Towns 2,000 - 4,999 population",5-12,at primary school,1025
2016,Female,bus,"Towns 2,000 - 4,999 population",13-18,at secondary school,1631
2016,Female,bus,"Towns 2,000 - 4,999 population",19-66,at university,883
2016,Female,bus,"Towns 1,500 - 1,999 population",15-66,working,247
2016,Female,bus,"Towns 1,500 - 1,999 population",5-12,at primary school,211
2016,Female,bus,"Towns 1,500 - 1,999 population",13-18,at secondary school,797
2016,Female,bus,"Towns 1,500 - 1,999 population",19-66,at university,206
2016,Female,bus,"Towns 1,000 - 1,499 population",15-66,working,371
2016,Female,bus,"Towns 1,000 - 1,499 population",5-12,at primary school,305
2016,Female,bus,"Towns 1,000 - 1,499 population",13-18,at secondary school,1218
2016,Female,bus,"Towns 1,000 - 1,499 population",19-66,at university,292
2016,Female,bus,Total Towns 500 - 999 population,15-66,working,456
2016,Female,bus,Total Towns 500 - 999 population,5-12,at primary school,518
2016,Female,bus,Total Towns 500 - 999 population,13-18,at secondary school,2275
2016,Female,bus,Total Towns 500 - 999 population,19-66,at university,417
2016,Female,bus,Towns under 500 population but with at least 50 inhabited houses,15-66,working,295
2016,Female,bus,Towns under 500 population but with at least 50 inhabited houses,5-12,at primary school,619
2016,Female,bus,Towns under 500 population but with at least 50 inhabited houses,13-18,at secondary school,2474
2016,Female,bus,Towns under 500 population but with at least 50 inhabited houses,19-66,at university,344
2016,Female,bus,Remainder of country,15-66,working,2724
2016,Female,bus,Remainder of country,5-12,at primary school,15765
2016,Female,bus,Remainder of country,13-18,at secondary school,24829
2016,Female,bus,Remainder of country,19-66,at university,4295
2016,Female,train,Dublin City and suburbs,15-66,working,20190
2016,Female,train,Dublin City and suburbs,5-12,at primary school,256
2016,Female,train,Dublin City and suburbs,13-18,at secondary school,1477
2016,Female,train,Dublin City and suburbs,19-66,at university,3270
2016,Female,train,Cork City and suburbs,15-66,working,145
2016,Female,train,Cork City and suburbs,5-12,at primary school,3
2016,Female,train,Cork City and suburbs,13-18,at secondary school,17
2016,Female,train,Cork City and suburbs,19-66,at university,44
2016,Female,train,Limerick City and suburbs,15-66,working,22
2016,Female,train,Limerick City and suburbs,5-12,at primary school,0
2016,Female,train,Limerick City and suburbs,13-18,at secondary school,0
2016,Female,train,Limerick City and suburbs,19-66,at university,14
2016,Female,train,Galway City and suburbs,15-66,working,31
2016,Female,train,Galway City and suburbs,5-12,at primary school,0
2016,Female,train,Galway City and suburbs,13-18,at secondary school,5
2016,Female,train,Galway City and suburbs,19-66,at university,16
2016,Female,train,Waterford City and suburbs,15-66,working,17
2016,Female,train,Waterford City and suburbs,5-12,at primary school,2
2016,Female,train,Waterford City and suburbs,13-18,at secondary school,3
2016,Female,train,Waterford City and suburbs,19-66,at university,12
2016,Female,train,"Towns 10,000 population and over",15-66,working,5605
2016,Female,train,"Towns 10,000 population and over",5-12,at primary school,29
2016,Female,train,"Towns 10,000 population and over",13-18,at secondary school,616
2016,Female,train,"Towns 10,000 population and over",19-66,at university,1396
2016,Female,train,"Towns 5,000 - 9,999 population",15-66,working,2108
2016,Female,train,"Towns 5,000 - 9,999 population",5-12,at primary school,10
2016,Female,train,"Towns 5,000 - 9,999 population",13-18,at secondary school,207
2016,Female,train,"Towns 5,000 - 9,999 population",19-66,at university,428
2016,Female,train,"Towns 2,000 - 4,999 population",15-66,working,612
2016,Female,train,"Towns 2,000 - 4,999 population",5-12,at primary school,7
2016,Female,train,"Towns 2,000 - 4,999 population",13-18,at secondary school,68
2016,Female,train,"Towns 2,000 - 4,999 population",19-66,at university,161
2016,Female,train,"Towns 1,500 - 1,999 population",15-66,working,91
2016,Female,train,"Towns 1,500 - 1,999 population",5-12,at primary school,1
2016,Female,train,"Towns 1,500 - 1,999 population",13-18,at secondary school,16
2016,Female,train,"Towns 1,500 - 1,999 population",19-66,at university,53
2016,Female,train,"Towns 1,000 - 1,499 population",15-66,working,120
2016,Female,train,"Towns 1,000 - 1,499 population",5-12,at primary school,1
2016,Female,train,"Towns 1,000 - 1,499 population",13-18,at secondary school,21
2016,Female,train,"Towns 1,000 - 1,499 population",19-66,at university,47
2016,Female,train,Total Towns 500 - 999 population,15-66,working,159
2016,Female,train,Total Towns 500 - 999 population,5-12,at primary school,0
2016,Female,train,Total Towns 500 - 999 population,13-18,at secondary school,26
2016,Female,train,Total Towns 500 - 999 population,19-66,at university,59
2016,Female,train,Towns under 500 population but with at least 50 inhabited houses,15-66,working,113
2016,Female,train,Towns under 500 population but with at least 50 inhabited houses,5-12,at primary school,0
2016,Female,train,Towns under 500 population but with at least 50 inhabited houses,13-18,at secondary school,17
2016,Female,train,Towns under 500 population but with at least 50 inhabited houses,19-66,at university,83
2016,Female,train,Remainder of country,15-66,working,1613
2016,Female,train,Remainder of country,5-12,at primary school,9
2016,Female,train,Remainder of country,13-18,at secondary school,243
2016,Female,train,Remainder of country,19-66,at university,1058
2016,Female,motorbike,Dublin City and suburbs,15-66,working,486
2016,Female,motorbike,Dublin City and suburbs,5-12,at primary school,0
2016,Female,motorbike,Dublin City and suburbs,13-18,at secondary school,4
2016,Female,motorbike,Dublin City and suburbs,19-66,at university,29
2016,Female,motorbike,Cork City and suburbs,15-66,working,49
2016,Female,motorbike,Cork City and suburbs,5-12,at primary school,0
2016,Female,motorbike,Cork City and suburbs,13-18,at secondary school,4
2016,Female,motorbike,Cork City and suburbs,19-66,at university,8
2016,Female,motorbike,Limerick City and suburbs,15-66,working,23
2016,Female,motorbike,Limerick City and suburbs,5-12,at primary school,0
2016,Female,motorbike,Limerick City and suburbs,13-18,at secondary school,0
2016,Female,motorbike,Limerick City and suburbs,19-66,at university,3
2016,Female,motorbike,Galway City and suburbs,15-66,working,18
2016,Female,motorbike,Galway City and suburbs,5-12,at primary school,0
2016,Female,motorbike,Galway City and suburbs,13-18,at secondary school,3
2016,Female,motorbike,Galway City and suburbs,19-66,at university,0
2016,Female,motorbike,Waterford City and suburbs,15-66,working,10
2016,Female,motorbike,Waterford City and suburbs,5-12,at primary school,0
2016,Female,motorbike,Waterford City and suburbs,13-18,at secondary school,1
2016,Female,motorbike,Waterford City and suburbs,19-66,at university,2
2016,Female,motorbike,"Towns 10,000 population and over",15-66,working,179
2016,Female,motorbike,"Towns 10,000 population and over",5-12,at primary school,0
2016,Female,motorbike,"Towns 10,000 population and over",13-18,at secondary school,15
2016,Female,motorbike,"Towns 10,000 population and over",19-66,at university,11
2016,Female,motorbike,"Towns 5,000 - 9,999 population",15-66,working,76
2016,Female,motorbike,"Towns 5,000 - 9,999 population",5-12,at primary school,0
2016,Female,motorbike,"Towns 5,000 - 9,999 population",13-18,at secondary school,1
2016,Female,motorbike,"Towns 5,000 - 9,999 population",19-66,at university,1
2016,Female,motorbike,"Towns 2,000 - 4,999 population",15-66,working,47
2016,Female,motorbike,"Towns 2,000 - 4,999 population",5-12,at primary school,0
2016,Female,motorbike,"Towns 2,000 - 4,999 population",13-18,at secondary school,3
2016,Female,motorbike,"Towns 2,000 - 4,999 population",19-66,at university,0
2016,Female,motorbike,"Towns 1,500 - 1,999 population",15-66,working,15
2016,Female,motorbike,"Towns 1,500 - 1,999 population",5-12,at primary school,0
2016,Female,motorbike,"Towns 1,500 - 1,999 population",13-18,at secondary school,0
2016,Female,motorbike,"Towns 1,500 - 1,999 population",19-66,at university,0
2016,Female,motorbike,"Towns 1,000 - 1,499 population",15-66,working,15
2016,Female,motorbike,"Towns 1,000 - 1,499 population",5-12,at primary school,0
2016,Female,motorbike,"Towns 1,000 - 1,499 population",13-18,at secondary school,1
2016,Female,motorbike,"Towns 1,000 - 1,499 population",19-66,at university,1
2016,Female,motorbike,Total Towns 500 - 999 population,15-66,working,27
2016,Female,motorbike,Total Towns 500 - 999 population,5-12,at primary school,0
2016,Female,motorbike,Total Towns 500 - 999 population,13-18,at secondary school,4
2016,Female,motorbike,Total Towns 500 - 999 population,19-66,at university,1
2016,Female,motorbike,Towns under 500 population but with at least 50 inhabited houses,15-66,working,28
2016,Female,motorbike,Towns under 500 population but with at least 50 inhabited houses,5-12,at primary school,0
2016,Female,motorbike,Towns under 500 population but with at least 50 inhabited houses,13-18,at secondary school,1
2016,Female,motorbike,Towns under 500 population but with at least 50 inhabited houses,19-66,at university,1
2016,Female,motorbike,Remainder of country,15-66,working,277
2016,Female,motorbike,Remainder of country,5-12,at primary school,0
2016,Female,motorbike,Remainder of country,13-18,at secondary school,26
2016,Female,motorbike,Remainder of country,19-66,at university,22
2016,Female,car,Dublin City and suburbs,15-66,working,111490
2016,Female,car,Dublin City and suburbs,5-12,at primary school,0
2016,Female,car,Dublin City and suburbs,13-18,at secondary school,274
2016,Female,car,Dublin City and suburbs,19-66,at university,4018
2016,Female,car,Cork City and suburbs,15-66,working,25013
2016,Female,car,Cork City and suburbs,5-12,at primary school,0
2016,Female,car,Cork City and suburbs,13-18,at secondary school,58
2016,Female,car,Cork City and suburbs,19-66,at university,1022
2016,Female,car,Limerick City and suburbs,15-66,working,9954
2016,Female,car,Limerick City and suburbs,5-12,at primary school,0
2016,Female,car,Limerick City and suburbs,13-18,at secondary school,38
2016,Female,car,Limerick City and suburbs,19-66,at university,687
2016,Female,car,Galway City and suburbs,15-66,working,9352
2016,Female,car,Galway City and suburbs,5-12,at primary school,0
2016,Female,car,Galway City and suburbs,13-18,at secondary school,15
2016,Female,car,Galway City and suburbs,19-66,at university,434
2016,Female,car,Waterford City and suburbs,15-66,working,6337
2016,Female,car,Waterford City and suburbs,5-12,at primary school,0
2016,Female,car,Waterford City and suburbs,13-18,at secondary school,19
2016,Female,car,Waterford City and suburbs,19-66,at university,309
2016,Female,car,"Towns 10,000 population and over",15-66,working,93946
2016,Female,car,"Towns 10,000 population and over",5-12,at primary school,0
2016,Female,car,"Towns 10,000 population and over",13-18,at secondary school,237
2016,Female,car,"Towns 10,000 population and over",19-66,at university,3367
2016,Female,car,"Towns 5,000 - 9,999 population",15-66,working,36661
2016,Female,car,"Towns 5,000 - 9,999 population",5-12,at primary school,0
2016,Female,car,"Towns 5,000 - 9,999 population",13-18,at secondary school,119
2016,Female,car,"Towns 5,000 - 9,999 population",19-66,at university,1309
2016,Female,car,"Towns 2,000 - 4,999 population",15-66,working,29574
2016,Female,car,"Towns 2,000 - 4,999 population",5-12,at primary school,0
2016,Female,car,"Towns 2,000 - 4,999 population",13-18,at secondary school,90
2016,Female,car,"Towns 2,000 - 4,999 population",19-66,at university,1052
2016,Female,car,"Towns 1,500 - 1,999 population",15-66,working,9335
2016,Female,car,"Towns 1,500 - 1,999 population",5-12,at primary school,0
2016,Female,car,"Towns 1,500 - 1,999 population",13-18,at secondary school,26
2016,Female,car,"Towns 1,500 - 1,999 population",19-66,at university,366
2016,Female,car,"Towns 1,000 - 1,499 population",15-66,working,12468
2016,Female,car,"Towns 1,000 - 1,499 population",5-12,at primary school,0
2016,Female,car,"Towns 1,000 - 1,499 population",13-18,at secondary school,31
2016,Female,car,"Towns 1,000 - 1,499 population",19-66,at university,486
2016,Female,car,Total Towns 500 - 999 population,15-66,working,17901
2016,Female,car,Total Towns 500 - 999 population,5-12,at primary school,0
2016,Female,car,Total Towns 500 - 999 population,13-18,at secondary school,49
2016,Female,car,Total Towns 500 - 999 population,19-66,at university,663
2016,Female,car,Towns under 500 population but with at least 50 inhabited houses,15-66,working,16215
2016,Female,car,Towns under 500 population but with at least 50 inhabited houses,5-12,at primary school,0
2016,Female,car,Towns under 500 population but with at least 50 inhabited houses,13-18,at secondary school,54
2016,Female,car,Towns under 500 population but with at least 50 inhabited houses,19-66,at university,676
2016,Female,car,Remainder of country,15-66,working,212681
2016,Female,car,Remainder of country,5-12,at primary school,0
2016,Female,car,Remainder of country,13-18,at secondary school,1058
2016,Female,car,Remainder of country,19-66,at university,9110
2016,Female,carpool,Dublin City and suburbs,15-66,working,8498
2016,Female,carpool,Dublin City and suburbs,5-12,at primary school,25382
2016,Female,carpool,Dublin City and suburbs,13-18,at secondary school,10916
2016,Female,carpool,Dublin City and suburbs,19-66,at university,1143
2016,Female,carpool,Cork City and suburbs,15-66,working,2744
2016,Female,carpool,Cork City and suburbs,5-12,at primary school,6019
2016,Female,carpool,Cork City and suburbs,13-18,at secondary school,3641
2016,Female,carpool,Cork City and suburbs,19-66,at university,980
2016,Female,carpool,Limerick City and suburbs,15-66,working,1180
2016,Female,carpool,Limerick City and suburbs,5-12,at primary school,2553
2016,Female,carpool,Limerick City and suburbs,13-18,at secondary school,1448
2016,Female,carpool,Limerick City and suburbs,19-66,at university,370
2016,Female,carpool,Galway City and suburbs,15-66,working,1019
2016,Female,carpool,Galway City and suburbs,5-12,at primary school,2145
2016,Female,carpool,Galway City and suburbs,13-18,at secondary school,1130
2016,Female,carpool,Galway City and suburbs,19-66,at university,274
2016,Female,carpool,Waterford City and suburbs,15-66,working,835
2016,Female,carpool,Waterford City and suburbs,5-12,at primary school,1985
2016,Female,carpool,Waterford City and suburbs,13-18,at secondary school,1002
2016,Female,carpool,Waterford City and suburbs,19-66,at university,189
2016,Female,carpool,"Towns 10,000 population and over",15-66,working,9509
2016,Female,carpool,"Towns 10,000 population and over",5-12,at primary school,26640
2016,Female,carpool,"Towns 10,000 population and over",13-18,at secondary school,12573
2016,Female,carpool,"Towns 10,000 population and over",19-66,at university,1426
2016,Female,carpool,"Towns 5,000 - 9,999 population",15-66,working,3507
2016,Female,carpool,"Towns 5,000 - 9,999 population",5-12,at primary school,10395
2016,Female,carpool,"Towns 5,000 - 9,999 population",13-18,at secondary school,4470
2016,Female,carpool,"Towns 5,000 - 9,999 population",19-66,at university,543
2016,Female,carpool,"Towns 2,000 - 4,999 population",15-66,working,2462
2016,Female,carpool,"Towns 2,000 - 4,999 population",5-12,at primary school,8177
2016,Female,carpool,"Towns 2,000 - 4,999 population",13-18,at secondary school,3397
2016,Female,carpool,"Towns 2,000 - 4,999 population",19-66,at university,443
2016,Female,carpool,"Towns 1,500 - 1,999 population",15-66,working,715
2016,Female,carpool,"Towns 1,500 - 1,999 population",5-12,at primary school,2630
2016,Female,carpool,"Towns 1,500 - 1,999 population",13-18,at secondary school,1102
2016,Female,carpool,"Towns 1,500 - 1,999 population",19-66,at university,191
2016,Female,carpool,"Towns 1,000 - 1,499 population",15-66,working,953
2016,Female,carpool,"Towns 1,000 - 1,499 population",5-12,at primary school,3386
2016,Female,carpool,"Towns 1,000 - 1,499 population",13-18,at secondary school,1243
2016,Female,carpool,"Towns 1,000 - 1,499 population",19-66,at university,218
2016,Female,carpool,Total Towns 500 - 999 population,15-66,working,1294
2016,Female,carpool,Total Towns 500 - 999 population,5-12,at primary school,4502
2016,Female,carpool,Total Towns 500 - 999 population,13-18,at secondary school,1861
2016,Female,carpool,Total Towns 500 - 999 population,19-66,at university,327
2016,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,15-66,working,1061
2016,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,5-12,at primary school,3907
2016,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,13-18,at secondary school,1655
2016,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,19-66,at university,311
2016,Female,carpool,Remainder of country,15-66,working,10207
2016,Female,carpool,Remainder of country,5-12,at primary school,63428
2016,Female,carpool,Remainder of country,13-18,at secondary school,30695
2016,Female,carpool,Remainder of country,19-66,at university,3771
2016,Female,truck,Dublin City and suburbs,15-66,working,299
2016,Female,truck,Dublin City and suburbs,5-12,at primary school,43
2016,Female,truck,Dublin City and suburbs,13-18,at secondary school,12
2016,Female,truck,Dublin City and suburbs,19-66,at university,8
2016,Female,truck,Cork City and suburbs,15-66,working,73
2016,Female,truck,Cork City and suburbs,5-12,at primary school,15
2016,Female,truck,Cork City and suburbs,13-18,at secondary school,15
2016,Female,truck,Cork City and suburbs,19-66,at university,3
2016,Female,truck,Limerick City and suburbs,15-66,working,31
2016,Female,truck,Limerick City and suburbs,5-12,at primary school,6
2016,Female,truck,Limerick City and suburbs,13-18,at secondary school,3
2016,Female,truck,Limerick City and suburbs,19-66,at university,8
2016,Female,truck,Galway City and suburbs,15-66,working,31
2016,Female,truck,Galway City and suburbs,5-12,at primary school,5
2016,Female,truck,Galway City and suburbs,13-18,at secondary school,8
2016,Female,truck,Galway City and suburbs,19-66,at university,3
2016,Female,truck,Waterford City and suburbs,15-66,working,23
2016,Female,truck,Waterford City and suburbs,5-12,at primary school,3
2016,Female,truck,Waterford City and suburbs,13-18,at secondary school,2
2016,Female,truck,Waterford City and suburbs,19-66,at university,0
2016,Female,truck,"Towns 10,000 population and over",15-66,working,305
2016,Female,truck,"Towns 10,000 population and over",5-12,at primary school,74
2016,Female,truck,"Towns 10,000 population and over",13-18,at secondary school,35
2016,Female,truck,"Towns 10,000 population and over",19-66,at university,11
2016,Female,truck,"Towns 5,000 - 9,999 population",15-66,working,168
2016,Female,truck,"Towns 5,000 - 9,999 population",5-12,at primary school,27
2016,Female,truck,"Towns 5,000 - 9,999 population",13-18,at secondary school,12
2016,Female,truck,"Towns 5,000 - 9,999 population",19-66,at university,4
2016,Female,truck,"Towns 2,000 - 4,999 population",15-66,working,140
2016,Female,truck,"Towns 2,000 - 4,999 population",5-12,at primary school,23
2016,Female,truck,"Towns 2,000 - 4,999 population",13-18,at secondary school,16
2016,Female,truck,"Towns 2,000 - 4,999 population",19-66,at university,7
2016,Female,truck,"Towns 1,500 - 1,999 population",15-66,working,52
2016,Female,truck,"Towns 1,500 - 1,999 population",5-12,at primary school,11
2016,Female,truck,"Towns 1,500 - 1,999 population",13-18,at secondary school,7
2016,Female,truck,"Towns 1,500 - 1,999 population",19-66,at university,0
2016,Female,truck,"Towns 1,000 - 1,499 population",15-66,working,66
2016,Female,truck,"Towns 1,000 - 1,499 population",5-12,at primary school,6
2016,Female,truck,"Towns 1,000 - 1,499 population",13-18,at secondary school,1
2016,Female,truck,"Towns 1,000 - 1,499 population",19-66,at university,2
2016,Female,truck,Total Towns 500 - 999 population,15-66,working,85
2016,Female,truck,Total Towns 500 - 999 population,5-12,at primary school,22
2016,Female,truck,Total Towns 500 - 999 population,13-18,at secondary school,6
2016,Female,truck,Total Towns 500 - 999 population,19-66,at university,3
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,15-66,working,70
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,5-12,at primary school,7
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,13-18,at secondary school,6
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,19-66,at university,2
2016,Female,truck,Remainder of country,15-66,working,1338
2016,Female,truck,Remainder of country,5-12,at primary school,185
2016,Female,truck,Remainder of country,13-18,at secondary school,138
2016,Female,truck,Remainder of country,19-66,at university,37
2016,Female,truck,Dublin City and suburbs,15-66,working,107
2016,Female,truck,Dublin City and suburbs,5-12,at primary school,14
2016,Female,truck,Dublin City and suburbs,13-18,at secondary school,3
2016,Female,truck,Dublin City and suburbs,19-66,at university,2
2016,Female,truck,Cork City and suburbs,15-66,working,26
2016,Female,truck,Cork City and suburbs,5-12,at primary school,5
2016,Female,truck,Cork City and suburbs,13-18,at secondary school,2
2016,Female,truck,Cork City and suburbs,19-66,at university,0
2016,Female,truck,Limerick City and suburbs,15-66,working,10
2016,Female,truck,Limerick City and suburbs,5-12,at primary school,1
2016,Female,truck,Limerick City and suburbs,13-18,at secondary school,0
2016,Female,truck,Limerick City and suburbs,19-66,at university,1
2016,Female,truck,Galway City and suburbs,15-66,working,8
2016,Female,truck,Galway City and suburbs,5-12,at primary school,0
2016,Female,truck,Galway City and suburbs,13-18,at secondary school,0
2016,Female,truck,Galway City and suburbs,19-66,at university,2
2016,Female,truck,Waterford City and suburbs,15-66,working,5
2016,Female,truck,Waterford City and suburbs,5-12,at primary school,0
2016,Female,truck,Waterford City and suburbs,13-18,at secondary school,0
2016,Female,truck,Waterford City and suburbs,19-66,at university,0
2016,Female,truck,"Towns 10,000 population and over",15-66,working,79
2016,Female,truck,"Towns 10,000 population and over",5-12,at primary school,8
2016,Female,truck,"Towns 10,000 population and over",13-18,at secondary school,4
2016,Female,truck,"Towns 10,000 population and over",19-66,at university,6
2016,Female,truck,"Towns 5,000 - 9,999 population",15-66,working,20
2016,Female,truck,"Towns 5,000 - 9,999 population",5-12,at primary school,5
2016,Female,truck,"Towns 5,000 - 9,999 population",13-18,at secondary school,0
2016,Female,truck,"Towns 5,000 - 9,999 population",19-66,at university,4
2016,Female,truck,"Towns 2,000 - 4,999 population",15-66,working,13
2016,Female,truck,"Towns 2,000 - 4,999 population",5-12,at primary school,3
2016,Female,truck,"Towns 2,000 - 4,999 population",13-18,at secondary school,2
2016,Female,truck,"Towns 2,000 - 4,999 population",19-66,at university,1
2016,Female,truck,"Towns 1,500 - 1,999 population",15-66,working,1
2016,Female,truck,"Towns 1,500 - 1,999 population",5-12,at primary school,3
2016,Female,truck,"Towns 1,500 - 1,999 population",13-18,at secondary school,0
2016,Female,truck,"Towns 1,500 - 1,999 population",19-66,at university,0
2016,Female,truck,"Towns 1,000 - 1,499 population",15-66,working,3
2016,Female,truck,"Towns 1,000 - 1,499 population",5-12,at primary school,1
2016,Female,truck,"Towns 1,000 - 1,499 population",13-18,at secondary school,3
2016,Female,truck,"Towns 1,000 - 1,499 population",19-66,at university,0
2016,Female,truck,Total Towns 500 - 999 population,15-66,working,12
2016,Female,truck,Total Towns 500 - 999 population,5-12,at primary school,0
2016,Female,truck,Total Towns 500 - 999 population,13-18,at secondary school,3
2016,Female,truck,Total Towns 500 - 999 population,19-66,at university,2
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,15-66,working,14
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,5-12,at primary school,3
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,13-18,at secondary school,0
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,19-66,at university,0
2016,Female,truck,Remainder of country,15-66,working,122
2016,Female,truck,Remainder of country,5-12,at primary school,23
2016,Female,truck,Remainder of country,13-18,at secondary school,16
2016,Female,truck,Remainder of country,19-66,at university,12
2016,Female,remote,Dublin City and suburbs,15-66,working,5478
2016,Female,remote,Dublin City and suburbs,5-12,at primary school,17
2016,Female,remote,Dublin City and suburbs,13-18,at secondary school,11
2016,Female,remote,Dublin City and suburbs,19-66,at university,97
2016,Female,remote,Cork City and suburbs,15-66,working,844
2016,Female,remote,Cork City and suburbs,5-12,at primary school,6
2016,Female,remote,Cork City and suburbs,13-18,at secondary school,7
2016,Female,remote,Cork City and suburbs,19-66,at university,18
2016,Female,remote,Limerick City and suburbs,15-66,working,346
2016,Female,remote,Limerick City and suburbs,5-12,at primary school,0
2016,Female,remote,Limerick City and suburbs,13-18,at secondary school,2
2016,Female,remote,Limerick City and suburbs,19-66,at university,4
2016,Female,remote,Galway City and suburbs,15-66,working,424
2016,Female,remote,Galway City and suburbs,5-12,at primary school,3
2016,Female,remote,Galway City and suburbs,13-18,at secondary school,2
2016,Female,remote,Galway City and suburbs,19-66,at university,14
2016,Female,remote,Waterford City and suburbs,15-66,working,218
2016,Female,remote,Waterford City and suburbs,5-12,at primary school,0
2016,Female,remote,Waterford City and suburbs,13-18,at secondary school,0
2016,Female,remote,Waterford City and suburbs,19-66,at university,3
2016,Female,remote,"Towns 10,000 population and over",15-66,working,3622
2016,Female,remote,"Towns 10,000 population and over",5-12,at primary school,19
2016,Female,remote,"Towns 10,000 population and over",13-18,at secondary school,9
2016,Female,remote,"Towns 10,000 population and over",19-66,at university,45
2016,Female,remote,"Towns 5,000 - 9,999 population",15-66,working,1430
2016,Female,remote,"Towns 5,000 - 9,999 population",5-12,at primary school,6
2016,Female,remote,"Towns 5,000 - 9,999 population",13-18,at secondary school,4
2016,Female,remote,"Towns 5,000 - 9,999 population",19-66,at university,20
2016,Female,remote,"Towns 2,000 - 4,999 population",15-66,working,1203
2016,Female,remote,"Towns 2,000 - 4,999 population",5-12,at primary school,7
2016,Female,remote,"Towns 2,000 - 4,999 population",13-18,at secondary school,9
2016,Female,remote,"Towns 2,000 - 4,999 population",19-66,at university,14
2016,Female,remote,"Towns 1,500 - 1,999 population",15-66,working,431
2016,Female,remote,"Towns 1,500 - 1,999 population",5-12,at primary school,2
2016,Female,remote,"Towns 1,500 - 1,999 population",13-18,at secondary school,1
2016,Female,remote,"Towns 1,500 - 1,999 population",19-66,at university,7
2016,Female,remote,"Towns 1,000 - 1,499 population",15-66,working,533
2016,Female,remote,"Towns 1,000 - 1,499 population",5-12,at primary school,2
2016,Female,remote,"Towns 1,000 - 1,499 population",13-18,at secondary school,0
2016,Female,remote,"Towns 1,000 - 1,499 population",19-66,at university,3
2016,Female,remote,Total Towns 500 - 999 population,15-66,working,901
2016,Female,remote,Total Towns 500 - 999 population,5-12,at primary school,1
2016,Female,remote,Total Towns 500 - 999 population,13-18,at secondary school,3
2016,Female,remote,Total Towns 500 - 999 population,19-66,at university,7
2016,Female,remote,Towns under 500 population but with at least 50 inhabited houses,15-66,working,842
2016,Female,remote,Towns under 500 population but with at least 50 inhabited houses,5-12,at primary school,7
2016,Female,remote,Towns under 500 population but with at least 50 inhabited houses,13-18,at secondary school,6
2016,Female,remote,Towns under 500 population but with at least 50 inhabited houses,19-66,at university,9
2016,Female,remote,Remainder of country,15-66,working,13075
2016,Female,remote,Remainder of country,5-12,at primary school,85
2016,Female,remote,Remainder of country,13-18,at secondary school,39
2016,Female,remote,Remainder of country,19-66,at university,108
